#face_sha256	id
03f042353d2f385ee72c1993446e90163a595d773831999e454d1261f8cdce5a	27556
03fac1e9b45274559195b13c2e9e3fc617455d0d7bbe2fe5d0212677b3612917	23284
03feff68ba258ef73dcf6a8250201c7ebb746d4f1bc84676967e0de4e06521dc	30278
041463be31fbd2dd5a87adbfa578c0f5e2cecec4ed49adab8eeaf38f3fbfbe99	15203
04195f4c47423a2383250f3779f813220b4ab7673809cdfaf9c6ff130925d8a1	15878
0447fe78ffb9f4b1849820d3141058b28e402dfee6350955741c132e2d0f8b40	18732
0471987447a36e7e36bad01005e5ee4412d9c4b3b16fe8b3d513a9bc62d85df5	29712
04c6846e9b30b1d69c07bb5f4b5bdcd5c3fdde75ba9640067f15c5a4596b182c	28270
04fdbaf2177f671b2982ff798179dc7d54dd50c04ef8e59ce1a7b35f226b25f5	21233
0522c2be603af6aca71f9f90e97a5685ffe962ad2bba20bdb4a9bfea7274fb50	28095
053544e1065ce6d4fc25dd972f8dc7f6595cb8e4666527a8f6c202b948c60b24	27446
05816dcff51e5d1f1b0c5a179f2ea902ae468aeea4efd9ba4f75bb9039c72f8c	27518
058ab0643e667265d219bbb171f04a3e37a4e1aeac2caf72ab0f6dccc9832c07	28251
05b492288bc9b46fe63b7ae94a80e4d888c06cc0d47ac5bf3b3d0aa3f7e53bdc	23515
05e954bd9094864d36064bc3761b1a7f62205ffd3ebac573d6a92bdeda52224f	21249
062f998ccd61be5d6f1aba3b1d840132ffcb9caed6c12ba32aab9ac3506a423e	30401
064546f469b5a45da43ade51bb1d64b55ab3a3598ad7d1b41de3b89d7194fed2	27625
067aa83999e3e7dc8b53bc5f9303f6b4df33f031548c1e58b90adf639a1fd491	31947
068efd76f974bc5ae91cdf3f7c6d1e98368f9f1fdbfb1a14e11f9ba2fccddc27	23119
069ae0493b4bf4dfa471d3c9e56b5d5a3a4d75c54a934d8484013ffef41fdbf2	16164
06bbf920fdab18ddd7c241262c907ecdefd4d38e955fa2858bc4c57712cbfe68	34139
06ca092272f011607f4ecdf1abbe32149f146ce06baace48b608b530201901d5	23276
06cc21be661e4097bbe1bf0cdf182e7d0d11afb946f0c92b02efb8f4ad0b48e2	28605
06d2f8d7dd8d025158e04a4b0a60a9cb9cd69e4cc571cae8cb54280946c82c1d	32865
071c78df9eb525884c48622fbad35d3df129c8bd3acf7d42bf1852c7666aa831	22843
072cb05d020d3f2a9f12d5d7df2f32923346038f5b889d59ce147eb7b4409cf6	21270
0743db7a84dc43ba82bc79981448e2ad3772b1894e924c3a0fd4a507e6ab5977	24478
079891e0e1ffa380733a62648f9dce4c1acd4f77aff660d37150f83b346654aa	28323
07c8ca20b88fb03de91d3c405550d684304cf7c4537999f2b503a4e63efe9976	31703
07db619a749045e457252fe01bf9cf4101171c0d49c166ab1a305d0f4a160312	24486
07ed9ce757fda70cc8d8e9d822d0103d6163a2376df46ffc19cc6edb004e90d1	28332
07f09b3a28f223a45a860231d2d72e4d5adb12532786babb22e5192330fe96cd	26741
07ff68759ec1e29a54eea4c9f6987b072d0a52496db3cf5f491de6c25574217b	21541
0814e703441f88acbe271952234ed45107e6669f5e435d5507615b5256f1fa46	23051
081f4421a3564be6c2f526229efee3cd76606ae633b01a046566b70d841ac573	21068
0856f3fd30124eda8c91c9ee46482081b0cd2c28180010ba028f86ce0565c366	23364
086fd273797f37290e9d19e9ccc5b7706667419e59883c49ee5e8ca83a45f45e	12191
08c95328112ac541add06220c050624fa78572611929182a652e7a465138b3b3	21088
08da8e39a29416cd5528482dbaa233b9cefcd25c86dfdb257d694c72229af463	21104
08e226ec411292243c8601d606ebb01dd9f0e060fe01ddf2083d19de0d5f51dd	30278
092e47747382a1bfbde6ca3f1716075237e4d7308f11221f67698b537577ccdb	26876
093f5f4c08d829835361be127649c674741af16b4ceb5e3da81c115ab9f7901b	31646
09878ddf339d23d84842b3481bccd242d6c48836e4a6818572d57fee1da72a90	27653
09b8d25f6bf86bf3bfeebcaee09217182755f06069f65c2ec09408fa134fe883	17460
09ee559fd2e0e09e9b28a31b929d8cda6e3c8f1835465d14c6d5d5e31eb44cae	17434
09f22d7b87a3f17df3d2dd57bc8ea5ee16d2302ad63098f96643fa8f103440e7	22857
09f757503e2ff0043235fb6a71d37bb405ed6f8e6cbb0ce2abc15b4c4db9da13	7494
0a06f599860e0ce46417b84c966ac6a70cd00e98c8a867dc84d0799c5ddb62b1	21985
0a437ab8450d58815aa3b19d8acce647a94c1b4638a8e36474ce536f892bbf37	33848
0a56e5ab3e0c2db9206eee79a37163b324a9789f6a0750d16bf35c155cc3c509	15993
0a775f90504cf4e4ada8bc2d6c975520f997e5abf3fdf39f203e830e5554133c	31887
0aa16ba504c8527c3688992ff3504a72d57c24daf19de67a4fa44e9196fe6551	17901
0ae7b81107a5c05d5320edd57173c286a4e103975345f378a428126659942cc6	22934
0aee8d585af426e1784f3640d650ecf20688ec79254399e3cb175b94b5c46a97	26711
0b18019644ceedb2c674495f65ad012c4ed3858e9550fb9b4afe19382071c8a7	17454
0b6f7f79949eed815e7482d825e31431dc862ca556978246528cdc43a9ac2d61	24800
0b994ae03e41edad84056125d4936c26f4d741bbf735e461e369a7d9296558d6	21131
0c5135dbb85fa76954ac82068dbdb134ce4043be2ff077b8b4a3c4ea43384910	28235
0c5d59d3cfd77ccd5b3200becef58f24ce8cba827c008b6f1665bbefb213e969	13502
0c6dc295b58a323a1430187bbde9e8716ce67a14b55799ed763491c7417dff73	12272
0c78a75fb3d06c0c36c3152c51c44a288c7eda9dcd157be583a574e2bbc96eb5	21668
0c7ba158ea985758e2a6cf0d798954cde910c271fb94f560fab1ca56399efea7	26791
0ca017ec349af5952097db344baecc8a57881aab8ca7438e1f474d4f577aacfd	21594
0cbf8170c1f7292a1ebc52da8e8a8559971c0cb5441f869f79c3b1017d73e8b4	34754
0ccf34f53678f281493587751d49d7ec704cd28a263959722c799888d9d053ea	30451
0ced2aec25a2dcc42105cdab2da6e4984133e7c8d8c0078cc27bf55f75765766	15201
0d03ae7def8fc8c6d883631bcbca936f5e896b4decd3d427b399a297d32b8b94	16036
0d61fb20c23d0c24ee2c79baf52eb532b9f3a08f3a5fb1ee23e7dedd17c73af6	23342
0d71559e1112b67b0502b2d2e1fd922352a75c7df73eed02448147eb32f14550	15909
0d73ea23be66f2fc9f5d7b23a373ae146c1e7cc3d396e732948b484db01530ed	30244
0d892b479842bd5dace25cb38f35c6583a75f78dab865dd401769244e4d119ec	34065
0dafe5624485e60eb69c056ece5ca6eb23aec5101936a67a7b2c089cbcc2654f	27568
0dc3a21694a901312ec19c59dc07d918169364698ee6ea3d311110d41529d3f7	15996
0dcf3202e1d1d2336d921a59614d0d5659c5b448331fcfbce27b3b5b037b3edd	27509
0de1ffd9c86fa6eccc198257f13c521199cce71522ecc6ed752d79138fa378d2	8396
0dec0f6cf5eb8fc95f24367fe1a4515e4e661ee5fec934d6472451ae078c1353	15944
0df650df1ab6b0bec82a504c0e656084675abf78d49f2780fa8ec74256508e3d	13178
0df8a2f907317f76f9b217d05a0f2ba31769f8ab391f56b0733c2fb5aca4b63f	23163
0dfd8feb99c0951900053a0b0556faa95c0527314aecceddfdc4fe4c76a43f3d	16950
0dfde5ef454b2846ccc8dc04a87df8058956fc15830e50969dd2d59771f2d503	23310
0e0710d4158ec05f7b08797385cadbf1a30f96c7ff36574cf25dbc33438f9f9c	26686
0e24f4edd3fc69ac917a0115630d7e9d8a79966766268925ff6520d2348ef549	25656
0e580e2eb31228c81a9c0758dea255d547ba90485366e0b222d92cae992e1c14	21587
0e77e9edab26a074db4553ca0f01af6c63d327b0df997a596d230c1a4c594128	30453
0e9e32d5b4beb6b2dd7213f6a918897ca5f70c0d52e6b0f241a5a0e77f4751ed	27870
0f204aba9e341d15a33f1a165f4ffe139f193c0c4f7d6c64233eca9136b6b4fb	26714
0f6c5144d8806f90e010772c8fb42269778132713da9a1adda60a20d58f25d41	24554
0f968b7c2d8c58c1e6dcae698397e4e8a8af6f92bd42825065e3e84342dfb3b3	30572
0fae05716cbe1775a3b15994d1b484317a2a5533f49f87f96caf6fd91dcff84e	18771
0fbb1f6d1b7f08257b50a660aed96d86595e099038a871e75b77b2eb91894add	21787
0fe18ddda29cb870182114d6b67e0c8ced6e9b5bdc06933aaf7494f46797bdc6	17397
100bc12be8a868a84cdb0141744320eca44fb423aa3828ce400f7d788239d4bb	23585
100c80f627b2c6b9798f14d0f55e402e49900272155e348e63d2b0fc74fd149c	21668
106f693781ba7458c313c91d5c617ef5f488fce77d63da7fe09fe23b160a4f52	15932
1154b73ea222b6851a885c870e0bdd9397d1c3f16bb06f663141f748a8cbf3a1	23738
118cd3e464e3906e89100c7569a7ff8cf48c4b33eabe6fc0491aa3a7dfe485f6	24779
11976b330148a2369bb79c66cdecf8f94da40c845073a8182e77f329dd43b07d	12434
11a6767d5674c7e45f7e00dc525762275b3a48491ad6045427d2609cc496c516	22381
11b5c079595ef4c8c3e4c2b7ad71d5337534c53c9fac79d695c126dbd16903e1	27743
11f3b74ecb7d9a4075ab9c03c84c9351e704d1b88f422506c7118e3dd2350ff1	21624
121bbb32fc16e393bfc4d81a440e7e48695555b5481d30b5539ed9fc97a59181	22881
122a502596d2824a8c75f9e7a5aa8876a31647e17f1e4d167000ebea071bfb82	23022
123e7f6ee35f6f93dfc924e42c71e70d34d4271f6633770dc2a64bbf681667d2	33292
125e6209beb4897c3a0f5a08a436bb900d28cafcb920eb36f23787effe5deb73	21312
13089f56a5b49c7d091173d8b2a739ce6c7e2f405f1eaf516c9a89a299bf487b	21249
13166b5c2c5b5933369d65d9d73e383fd209204e7ee48c0b7a71f200b1aeafe1	22891
13298dceb21e8dea9dc052d7f06a9c421a58dfb6bbbf5b6e6e57135f24391fbc	20046
1343aef988f02fc60011cf3c3ca26110229861a969bcb389362a93f68867310e	7494
134d692e323fddd7460450aa1a3571114bc96280f38faf1f70c9ef9911796183	30713
135fd2f60ee9ed99007e30b210e52d0843250908636f6c130e7dcfedc4b67f6c	34974
1373c35872635e6c1cefed7e71da972f8731e03e297cd052d4e9e6bc4175a7ab	18718
138a03d0d0f57e85ba3805b454f4b3f5588cd4445a427685180d03d72f2d8991	24295
13d545e6566772ddd6f97d332f71645694741d8d20e768b873303709b8463744	33871
142f772374a1b665d765194168715f453cef7ef084547b4b6623586400a788cc	31434
144d128bf3079cc7dfa107cde08633e7424a8d77d18fd46c43d37d56840d0d53	17055
14911f081e2bad4282bfe8361d8a5e4b8f5eda5b2ab44495ba93f3b871efaf4d	27648
14a9437520ebc2ab28c758a44bd6d1fe2b42d99ee9a4c73307e6e655a6b530d0	21312
14ae40b75abaa8c8a666c44cb2d4e4c504ba8508e92785230dc8c0938039b57e	22381
14ed4597c4f11795861731fc9b20e57c668e81c6ce37a8c29e8241bcc2c24f62	22937
1502a943cc7844f3fe7c8330d312dbfc40f6cbb122ca17a3974bc0f7e2f5367b	29525
1502f10d1fe859e7cb61d893a1a79d3e7d200f7047a7b986c7e2bca72fb8bee2	7088
150e07d9ef5f07e6d5d8bb50be0e6892f188d08e599ddc1bc3fd5d4029b9bfdb	33949
1518cd29d056e97c09bf76387437b91a6077aa12558a18a9b2e77e8ddc52641d	22839
156c147bb0272a0dde717951462913988130d21925ac996c0105e82397860af7	19933
15eb40c82eed4178ed27c52c51102e0d9b75ef7d304a64874dd55122d15c9960	26640
1688ddc88a731b5afc659d0882f872eaa8d7fceb788133d18bc3af098c581ca6	23629
169541e5585e2059a8416a1558083ad60d71962d0d0208a6a858478bfbbda218	17023
16aff4b8888dd14e475e00fc979f91d1d86a0acd651e04b94c26179c20654027	16201
16b303ad3e0d060ac80815687e9e9980894d96c4ee6b920897e2d081599fbe36	17407
16d09d8c445971d2f2931a423f85441d84f7ff2aa7a6ee1098b0724807afdc4c	22917
16fff0fa91c60757d24a37a0b960420e049ac77218f03fbd09366f10475f8383	33902
1722fe466fde0867b4c8b0c296a27c103a72e08b2fbd29ba40d52c27f418c8f2	23287
1731b77325f1d0a49535f5994fe9438dd76a2cf3ee05e619ae663458741c5ecc	12535
1780b66629f42de336970cc643de2ccc5ec6751696f8c43981bccfff8461e55b	29751
17996f76e5d06aa9865f7a2c87d71d4cf63ef73eb5306df934521e7096916ae6	35052
17b8664ef0f68e02094ef97f1be8b288f227cc2fbe3199f75d8a2fb694ea662d	22944
1831521a3d41d473920763522c58ff9ff3b383d1861577528cac342bc5ea1560	32863
183a6b7a426696d96108432ad0df3bac5ce37c6c0d4f75f6af9debf4cb270674	28360
18429fd2f25f3dd265967913f72244e273d7272da2e20f88e7c7b54a94cff5e2	15998
187b1d23149ea0446ff03c45199c7415f48b4e6634167aabe2fe26c1e6529240	26694
18953be1f0b429da6b036a7aa33694bb316523055469d2487dafcafffc991f94	12172
18e1bf22b05cd392086c20c1b0290b270d2884be0863558135707c6a5691d580	21095
18e2053edb07734dcdb8be35b9bdd798f08a5af1712a79682ae224522b18eb1f	22893
18e3e64eacf11a49ebc2b7b3a782c3cd5cac838f7dc55ecb2877bab52ff00e2c	22838
1936468a39c320484cdf5d49db740c0af249f101dcf32bd0fbb27416743c49a5	23005
1978e9b3f4e278687c0b66724db4456d94870456e41d575aa8a0c563a91790ff	30168
199d46163a6aa0a1b1829c4134d0b786939ec13eef17b850a197a1988955b3a4	16017
19a9d82c50f0bbc3c8cfca9ebbe2059ce1b8c3aaffefbe3fb3b9a67d36c393fe	20110
19cee537594fccd4486302aee130175991222f505fa451fa65f19df958211499	25657
1a27e494411f6e8a60e0ee0da9f3caa35c0dc9f3f14346a68ace28f1c7900be2	26717
1a6d134e2fb13b964274cb21c762b91eed68057acfee70c792c32dff293a27de	26831
1a826d3078f6d2c46bc41427854201fff9fdc70c428bb080e68b4e0af582a0e2	19078
1acd05ec6ea0e6e7c5866fed5f65976b3930c6dc2e1d022021ef26274b5761d2	34924
1b2f92476752949deb60ce4aa4cd426e215d6ece18966a0da5b803d4cc2669a3	29692
1b47e184232577fe54633556b9bcbce8acdaae73167dca19359772523032dc37	28240
1b58a709c5b07a5450c41272d196f760c4f0dcd077f93bdbcc926418b7e8a0df	23515
1b75aa5c89661db8122db4e57e146dd398f5155a5b50d600debf92c6725cda24	12414
1bcc5e03f923454f795cec4fb1ab6a60a996f71ca72d68fd5bf9d95fca0a4316	27474
1c0ed12fc5bdb37951d9c779647d3327a828b1552f36b079da7de0e94f88543a	26576
1c0f1132e8fbff5cdc2aad743f1ef785840a053eb37ebbbd59aa23345199ed4e	ambiguous
1c24fe07dc2195693bc2263c4eead55e1037ef14198ae152d8771f02a6c783e6	8308
1c3ab08de1f7dbae0c88c19544bf601549cfe3511d345debd509b68eeae16a40	32044
1c8637345b31d490584f81acfca576ea87fe69086482d1400fef4dc2dc1cdf88	23307
1c88dac95839d10542be7ffd3a8fdf5be9b0d6ff1a177f79ef5741ba969af36f	28176
1cac4acad4010b422e65e9371b2b681bc78a4e164a994a15a35d94bc846db4ab	35129
1ce4d894c11cc5e7b4c38c5da25dd21e02842dfaed10a40ad50723548cb9154d	31949
1cf30cdd99cd2d9b20a6112f5d2a93f4d7c14a9bb2370a24c3b4bba20b2663a7	33482
1d12ef9030808cb20e7a6af167ad19eaaca00c16ede4eed67741ea3a8526ce66	7088
1d153657c333f6134ffca12f9e2ba58d47a18f664c92f6ab11a986c4fc541f6b	23733
1d29939e7683638ce763b16ddd0b955c8fd8aabb3d81c785b7e6c88d52595c47	15202
1d38bd522c8f1e40b7e1970993561e5c4ff3cb10e643192e10d9dbacc62f41a5	25648
1d6d8ae445879fde18720d68f66ebc8b7dbced5b5a5a0293ae28c0a137169b1f	12502
1d77b525e2da26f49f271511dde722caa9d7260af72e3678515b64bd4310a502	27548
1d84e7cfa587445246acc965c285c7aa780624b5538589e49e78f67cd95c2abe	23166
1daaa38f33cd860e9710c74ef1ebbb00af9f348ad0e991b94bba044a61ece936	7471
1db1479acd67c840d408600238d0eefd08a89ed552565f9e041bf4770e00b051	33912
1de4e5cf1a7a0341bd7693a2dc9e93602810317abadce97dd525e36bb3c842b6	23364
1de7779d6f5a234e877d24e0249a881691e9ad1f198495a3e66ed57c404370c4	7248
1e5ee56a21760fe46ed4c6011ac6f51d706022f51b4a5cbf75388d0273404e53	28264
1e81f60019e53c977503bb12225b1a60928bbffc8a76177a8d1b87e47796790d	12251
1e8c8ac5f838d08e3dab639555514cd654aa520b09c48fbddfee855946db6e66	12489
1e8e8a5dcc6136263e00b1f3d4ea9b5a9ccb0446e5474de582e3441a28af772b	26697
1ebd63bbf810cc001f477be12c610c4ffd57ec1c1f851e8b1eff41c9ddb4ad11	34974
1ef00b74e6fd67e650139fb073cd0a5750b022bbd24dc77b73e1ddf0368ae14d	27760
1ef142c8213e887dc6812fe3147cfeada300cc161799af8d62bf1e165b1a4a6c	17047
1f45f02561f41db9483cfc00675900237967b8e382b9750d33f677812fe70842	16934
1f86a9358a361a7db0fa3db880e7872b40aa691ad9ec532084ab9495d4107beb	12209
1f96bd45b3217f8594b8d90d5611765ebd3d2141c96e2a7911f33b46aef85a42	21156
1fb24dd1913220d9c22e5e094da9b74b4ff8cabb24f2fcccc3ff85fe52d151f5	35128
1fd418764989e43e0b462a96c48afb674d052f09ef99fd815cde0916a2683179	23629
1ff8ce8a17c236ad1df5674d639f1036399b8ea3dda292ccc8352a34c0f12fcc	16176
2022ed1e0e0fcc4e33421de05e50e36497d62cacfe377f9ea4e672a71b8e5651	21956
202ffc222e2810b77a28a94783313415a0671413dabcce0feb66ed883dd7e882	33881
2045207f073a67e665781c08c94ae1ae264f8ddd58f1eea12bba989e38f855bf	21239
2045c885bf79a235f56bacad179d6ee2a0b034af353eddbc45ac010dd2f37608	19925
2051b80c258bb9e5fa42ad52bfdc552f902233165d4cb2c5fe8c0348da7260a5	30305
208c1cd208c4b73c99a8eebc005a22e4f5a3fde041bbc02097d504c82227a5fa	26704
20c1390362f83c05cfe8491ed7b9b71dc280807635d986c741297347fc407964	27473
20d5e95ccb0ee1bbec6a613305ee806b3465cff42907e692ad6983910daa8016	21796
210ab53f45e55ee01433dc0b494e01652570929ef081b6b6f51d9ae3935f552d	17054
2118e251bbaeec35388146a1cccb431188319299ece255c22cd37b47c2f1bded	23773
214e6422f09ac78367d4b82ac8b5062b8febbe0d7b09e970f20e7ed42b62eb9c	29519
2172524546e28d281d9f48b51b128c62d8ac5b719336d55b81e78cfcec1310cf	27648
217f7c0a41016f926c8cf894a885895aea4deeb9f64f05e2f322b33c70db3b3a	21993
219a46c118c479a665a9a962c9665f54c73a9538d685b0a95825a5a00d3ef0df	12399
21b6a798321a49f75b9c3827fa3cfdb7efe2c4e05c3d13aefe1c825b9774a158	8394
21e115d008d54eaf4b5582d789ce310f5eab02666ef87b1056a06d41f7c9a7e5	19971
21ec844f9e023713d14857a9e016e715b978e748b8ff221aacabb918dd255b10	26749
21faecbda696802190b3291b1ba7b85db218be84f8443ecdfd822204a38b4271	7234
22312aaec03d9a3faaa1384fce981f2aaf91c6054733fc571a2a256d35396ded	26591
2259d5512fcf9e114bf5d2f680db2ab236b7718c40991a366428deb2373493ca	26706
22611ceccd0b4d14703ccd4eaab3208ffc03d2c80d38655023b622e50d0466fe	8308
229781a17fc52c3829625c498ea9d660523a7fc382d539720124fd2ee1ebca8e	26091
22b4cdd2a80db6672667af93f66e6da35dab320c0ded034dad8d34d59490215e	23522
22be54613241d662880d2c35273b562d157999cfc9a9d5872e2e89e8a4cbd81b	16259
22c18edcb0f22b1e62293023890319847c08393842eaa18c3d05581479a157f1	34007
2304223a51be6d9071ac58eaf0e09bc92c908d5129fdfb42fe0c28ff789ff53e	34100
2307a44a959a51530f7febe69f688ed60da936b16a03afcaafe0b33376525f9c	28555
2335ea3eee82ce8ff6f88df2ea67a7955a416a37cda59f900773d32c1788b54e	23129
23a727d15277bd12b96543f5899b973196e6ea3e6a7f082ea851ece07c7d642b	25661
23bf70cba705785736e5560b5c04954191e712fdbeed1d79a697f07c1268658b	30453
243e42cac2db6d4c720dcac8342e4f90c828dac52e9185161ef4b5fcc833fdce	25662
244c51b4a9765077c5eb24fdd6e6e68cfb061cc4bb767d70405fc4b1981d2193	30469
249a925f61dc6cdb79ae8464b5003cfbe34b53e097421a9c2946c450349ec43e	27574
24a4b12874c88bcdaec1ba08215a441605b7716a2e6579b0ccdacb127d5903a9	22994
24c78860bc56a6d8e89bca7bdd68b9b3edf031f774b428047059743ce350ba16	20239
24ecca5096ee98b288db28a2547c8d86a8b43435d8057decb90a669df16ffca7	17003
2511d54317987faf5965b66a2f2f4c6c2e01cefde130371f525e2773159cdfb9	18981
251c5ac3d3d381e2bc4ce3a5d59c825c99a09652e25f6c75cef428d03147dcb2	21156
2530843d6a6db3de912935bea5fbb6dc09f539c90c7cffcfe32259f43367f329	15959
2538644866931e0173ef279348da227ead950ebce0c71ddd3620fd94e821e9e6	34007
2539df0e1faebab40ec1db433b361bcc4f9764dbdb3719a63ea4781785078919	35023
2582546764f7f6f3d4805387331f57c37743fc857711e22311242c449e1d24f3	29678
2592fe1d463172b426ea3e8b75d3ace0f8446e793af9f87e77a5a9a8f7736b9b	19906
25a44716d399d57ea89f495ee2ab28e63326f9389d7903d3a5d0571b14826da2	23510
25fe6104d78cafd9bf1ac504fa586a610e4b4fd053077879a6c9723035318eb0	24289
25ff716b110628b19b94e73dedf6d74c03559e6225f99444a6e470e91b7fc471	18773
26247234b0140dc996bd5dd62cbc2a69a144ade7c7a0be3edc1d61865d70c1d7	33961
2631349bff4daf19b287ab6001f42bd858f85fd7869e9731bd12cc19893e6a3a	17281
2640f2c629ab7fef4429ad495d962eaf187a79d45a84f0b4dcc5f00a44ae19cd	12493
26601b4e6674113ffd66c0d775d887321f500cca90ac966e6060e3b96d3f0925	26090
2673dc89fba198d75d1ef95d2af0476534cfc6106cbb36a4cc0180c7723a8118	27603
268542ddc1b6a5634a6a7681d1ff236407a0a45ee7b5b412852a53e1b1e696f6	32814
26dcbdefece4c60fc312aaea0d00d8c97a79ab006561dd4588106184816fd5a9	29692
271fc537b2c7c840370df07596bd9c3932ec2a00ccdb67680d5c7b90683e7a3d	23054
277d40ebe1837cc16d6d8cae04fe774395f7220aad72b36a373f8f89ec3af9cd	25659
2784f74abcb37f48c921c4411af024297f3992a6a178d5765ba38108f2330125	31902
27ac43fb1ff8c9d8de6ec06617de73fcd18c724dfecbabf103ca9fb29135fe95	19865
27e0b1e6726fc1e49aeeedddf402c35d1f7198145b880cfd5ce572d5163a066f	30394
27fa08a776f3ff7becaedbeba01f85a63da30c3440afdd45433e07439a3f27f6	23232
282a2bb9fb5add27423e2b85cbf9b857a359eaf64c53ea89e9fcc1dd42a56692	26689
28362823299c0020f622f1cdef24bfe8627cf0a5b90991627f39c06c0d42dfea	28234
286b1c379ecabe5cb28e0ee95ce9ed3da7ae7731d3557489d0e9d911c979614f	22941
286b5d3b7d373a53b2166d053ccbc5a5a1f3c713de64e9368e83eea0a93e5d35	7507
2894403403a325f827387ab263d0a69cea65d0e1ac4f295f21658fe49b9e29a4	33423
28a66078a4d94ed835ad074af67037ec16b5e801c11d01e60200f416dc4be661	26715
28de0533a8c4b5f9390fd9acbca8640e161ae45cbca9ab6d3edbe45315c4cea0	26749
28ed1805a77a43b688a97ad922e2b539917864c4b64bd6c1a4447d25c0f4a712	12337
28f052efe62cc3245f2f291392bf8b4ef6fe9f9aa5dfb30fe79293a1cef544e3	27445
290dcf7cf89f1ff0ef68e1454eef5c8e678dc46def8836f086080df8fae4afee	15201
292210a06708e91998ab66e1b321f19f260cc9c2626db4b9b4b2a6e9103d9831	23878
2943ff567f58e352aedebb4d57371953a3a933cf16eecb78adfd2eb62ba2412b	21336
29bc897729298026d90ba1d7253f524e5abaf547ace15ad43fb7e329f702a038	27721
29cebd74ae336d0c2d59f0e05e46698ba93fb56adce59f873b02ff88759dc04d	22934
29f981f0bfccd4c143885f79bce354133b9968ea00f169fa48ed8cfc40181f8a	30641
2a1a6355ed7e30b0eea3a7967a31e9c42f6afa817fbf6555df3befdf05ae38e0	5074
2a25153aa3a21bc7380a42715b1dbd3135bde027e6aa82c9b20c80529014f013	23001
2a41f14c85e9873658b9eef7556d5f9d0def6e7926d8665913c469c24b829238	22841
2a4bb6fc59e6f062b5df4711f07de95dd4e0b56f695ef6dc4a96f87d2939e44f	25662
2a53384c446f9f97600188a0074f0afa73f7cef4c40cba62930780553c0577f0	28083
2a77859f246f405ee7b5b2d1ae2ecec66fbeef3102af15f64868e5913019f0ff	23070
2ab1cb10a0121439c9153cecd001301bdc306a2bc8672906f9890b232890dea7	26684
2ac99892a9ba4ec5b7e7d06426f74c0fab3045f6f56cb33f53e7e9b30438213c	24523
2adf3052d299526af09fcc996c58136e4210e7147cd4d9dfd1a08d2abd7e8aad	19849
2b0f729a1de86eefc135bd236978359ca93a5892115ec827ce0784074c99bb45	21986
2b1e6fbaf526dcbfec06dc25659f7191dc24fd945668903fc2656a43288bbe6b	13552
2b721329b39483ee160bc70f674475942c292832d6dda92cf5d5b2f8656203b4	30451
2ba4ed212c777250f101057310b6fac1f0aa81da9c712b30847bff0ae34d3664	8874
2be8eea232fd3ab2fb003e77e8d82058c9d06bcdc10d5c6d3c80dd5ce4000724	26716
2beaf0ee6e8f71fc3211b4a8a4e59afde0f3e2a6820cbb97b2a7c43cd42cb165	29702
2bfec7167ef2ae07bf8d503478691d38e3900a706150c022736af84d3588e39a	23261
2c3dd28ac02add0cf2c0b5efb96b7f8e960fbe688bbfe191be90446528acb074	22977
